NF;Série;CD;CIA;Emissão;Cód. do cliente;Cliente;Código do vendedor;Vendedor;Trecho atual;Transportadora;Valor do frete;Peso;Valor da NF;Volume;Embarque;Romaneio;Data de entrega;Data de baixa;Telefone;Previsão de entrega;Limite de entrega;Status
1428984;4;CD01;CD01;13/04/2024 00:00;1010633;AVILLA JUNIOR DISTRIBUIDORA DE ALIMENTOS EIRELI - ME;889;AVILLA DIST / SP;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;2.610,47;39.136,38;578;13/04/2024 15:37;423118;17/04/2024 09:37;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428983;4;CD01;CD01;13/04/2024 00:00;1010243;POUPE SUPERMERCADOS LTDA ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;119,5;2.366,15;25;13/04/2024 15:37;423118;17/04/2024 11:07;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428982;4;CD01;CD01;13/04/2024 00:00;1009975;S.J.R SUPERM.BELA VISTA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;8,498;239,04;2;13/04/2024 15:37;423118;17/04/2024 09:58;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428981;4;CD01;CD01;13/04/2024 00:00;1008768;SUPERMERCADO CONVEM DE PERDOES LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;38,272;750,21;10;13/04/2024 15:37;423118;19/04/2024 09:44;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428980;4;CD01;CD01;13/04/2024 00:00;1006254;COMERCIAL SAVIOLI DE ALIMENTOS LTDA  EPP;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;111,355;1.653,42;20;13/04/2024 15:37;423118;19/04/2024 13:56;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428979;4;CD01;CD01;13/04/2024 00:00;1005822;VIEIRA CORREIA E CIA LTDA - ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;156,421;2.107,79;17;13/04/2024 15:37;423118;17/04/2024 09:38;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428978;4;CD01;CD01;13/04/2024 00:00;1004448;ELISA MARIA BETTONE MATARAZZO ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;12,89;278,05;1;13/04/2024 15:37;423118;17/04/2024 09:41;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428977;4;CD01;CD01;13/04/2024 00:00;1004390;ARROBA EMBAL. LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;247,61;4.412,54;23;13/04/2024 15:37;423118;17/04/2024 09:45;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428976;4;CD01;CD01;13/04/2024 00:00;1003627;MAGAZINE AMERICANA LTDA. LOJAS ZANINI;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;14,518;257,5;4;13/04/2024 15:37;423118;17/04/2024 08:53;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428975;4;CD01;CD01;13/04/2024 00:00;1002025;DORIVAL PENIDO CEREGATTO SM. DE PENIDO;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;58,456;1.287,77;22;13/04/2024 15:37;423118;19/04/2024 15:29;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428974;4;CD01;CD01;13/04/2024 00:00;1001236;ROSANGELA CLEMENTE NECHAR RIO CLARO ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.917,08;22.913,67;161;13/04/2024 15:37;423118;17/04/2024 09:48;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428973;4;CD01;CD01;13/04/2024 00:00;1001107;MANDURI DISTRIB. DE PROD. ALIM. LTD LOJA MATRIZ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;208,559;3.038,40;27;13/04/2024 15:37;423118;17/04/2024 08:55;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428972;4;CD01;CD01;13/04/2024 00:00;1000903;SM. PISTONI LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;12,431;253,18;3;13/04/2024 15:37;423118;17/04/2024 13:55;22/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428971;4;CD01;CD01;13/04/2024 00:00;1000312;SM. DALALANA DE ITAPIRA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;402,252;7.119,29;64;13/04/2024 15:37;423118;17/04/2024 10:01;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428970;4;CD01;CD01;13/04/2024 00:00;1000305;GOYOS SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;75,648;1.404,22;13;13/04/2024 15:37;423118;17/04/2024 09:21;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;19/04/2024 23:30;Entregue com ocorrência
1428969;4;CD01;CD01;13/04/2024 00:00;1047982;PEDRO HENRIQUE TEIXEIRA PIRES;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,393;51,95;1;13/04/2024 15:37;423118;17/04/2024 10:00;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428968;4;CD01;CD01;13/04/2024 00:00;1047803;JUCA DOCES & FESTAS LTDA;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;32,5;559,17;5;13/04/2024 15:37;423118;17/04/2024 09:44;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428967;4;CD01;CD01;13/04/2024 00:00;1005735;COMBAL ALIMENTOS LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,9;177,84;2;13/04/2024 15:37;423118;17/04/2024 09:06;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;19/04/2024 23:30;22/04/2024 00:30;Entregue com ocorrência
1428966;4;CD01;CD01;13/04/2024 00:00;1033413;AUTOZONE BRASIL COMERCIO DE AUTOPEC LTDA;741;DAVI / MD FERREIRA;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.072,24;19.598,78;323;13/04/2024 15:36;423121;19/04/2024 16:45;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;22/04/2024 23:30;23/04/2024 00:30;Entregue com ocorrência
1428106;4;CD01;CD01;09/04/2024 00:00;1047067;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;64,455;981,99;5;09/04/2024 21:16;422181;11/04/2024 15:02;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428105;4;CD01;CD01;09/04/2024 00:00;1047067;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;128,91;1.963,97;10;09/04/2024 21:16;422181;11/04/2024 15:00;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428104;4;CD01;CD01;09/04/2024 00:00;1047055;IRMAOS MUFFATO S A;668;CAMISS / Cátia;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;193,365;2.945,96;15;09/04/2024 21:16;422181;12/04/2024 15:26;16/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;22/04/2024 23:59;Entregue com ocorrência
1428103;4;CD01;CD01;09/04/2024 00:00;1038440;IRMAOS BOA LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;30,174;730,98;6;09/04/2024 21:16;422181;23/04/2024 11:07;24/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428102;4;CD01;CD01;09/04/2024 00:00;1037526;SDB COMERCIO DE ALIMENTOS LTDA;722;Fabricio/VD;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;345,334;5.700,63;45;09/04/2024 21:16;422181;12/04/2024 11:17;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;12/04/2024 23:59;Entregue com ocorrência
1428101;4;CD01;CD01;09/04/2024 00:00;1036718;ANTONELLI SUPERMERCADO LTDA;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;83,526;1.286,59;8;09/04/2024 21:16;422181;16/04/2024 09:30;18/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428100;4;CD01;CD01;09/04/2024 00:00;1034425;LEME OLIVEIRA COMERCIO DE UTILIDADE EIRELI;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;332,66;5.481,86;66;09/04/2024 21:16;422181;16/04/2024 10:49;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428099;4;CD01;CD01;09/04/2024 00:00;1034320;SUPERMERCADO E RESTAURANTE JVA EIRE ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;152,065;3.246,91;34;09/04/2024 21:16;422181;17/04/2024 09:39;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428098;4;CD01;CD01;09/04/2024 00:00;1008058;A.J. BAIS DOCES ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;717,6;9.480,62;80;09/04/2024 21:16;422181;16/04/2024 10:41;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428097;4;CD01;CD01;09/04/2024 00:00;1006135;COSER COM. E DISTRIB. PROD. ALIM. ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;62,78;1.132,70;12;09/04/2024 21:16;422181;12/04/2024 11:44;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;16/04/2024 00:30;Entregue com ocorrência
1428096;4;CD01;CD01;09/04/2024 00:00;1005735;COMBAL ALIMENTOS LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;84,396;1.519,65;14;09/04/2024 21:16;422181;12/04/2024 11:33;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;16/04/2024 00:30;Entregue com ocorrência
1428095;4;CD01;CD01;09/04/2024 00:00;1005385;FUGIMOTO COMERCIO DE VARIEDADES LTD ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;358,91;5.330,98;41;09/04/2024 21:16;422181;11/04/2024 15:22;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428094;4;CD01;CD01;09/04/2024 00:00;1004950;MARCELO DOS SANTOS PACHECO - ME CASA PACHECO;215;Silvio - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;110,673;1.334,45;13;09/04/2024 21:16;422181;15/04/2024 15:25;16/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428093;4;CD01;CD01;09/04/2024 00:00;1004454;MJ MASINI DISTRIBUIDORA DE ALIMENTO LTDA;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;407,669;6.429,07;46;09/04/2024 21:16;422181;12/04/2024 11:23;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428092;4;CD01;CD01;09/04/2024 00:00;1004430;SUPERMERCADO SEMPRE FACIL LTDA ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;44,489;947,48;11;09/04/2024 21:16;422181;12/04/2024 11:27;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428091;4;CD01;CD01;09/04/2024 00:00;1004404;CONVEM SUPERMERCADOS LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;96,175;2.149,00;20;09/04/2024 21:16;422181;11/04/2024 15:19;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428090;4;CD01;CD01;09/04/2024 00:00;1004003;SUPERMERCADO DO HAKUO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;70,574;1.251,71;10;09/04/2024 21:16;422181;11/04/2024 14:39;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428089;4;CD01;CD01;09/04/2024 00:00;1003918;SM. TREIXEDO LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;90,482;1.711,01;15;09/04/2024 21:16;422181;12/04/2024 11:54;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428088;4;CD01;CD01;09/04/2024 00:00;1003723;J.L. DAOLIO E CIA LTDA SM. DAOLIO;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;390,216;6.226,07;63;09/04/2024 21:16;422181;12/04/2024 11:09;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428087;4;CD01;CD01;09/04/2024 00:00;1003711;PANTOJA E CIA LTDA ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;142,78;2.803,70;26;09/04/2024 21:16;422181;12/04/2024 11:57;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428086;4;CD01;CD01;09/04/2024 00:00;1003627;MAGAZINE AMERICANA LTDA. LOJAS ZANINI;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;515,657;6.393,23;57;09/04/2024 21:16;422181;12/04/2024 11:28;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428085;4;CD01;CD01;09/04/2024 00:00;1003613;BOLSÃO COM. PROD. ALIM. LTDA BOLSAO DE CEREAIS;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;88,404;1.486,34;13;09/04/2024 21:16;422181;12/04/2024 12:01;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428084;4;CD01;CD01;09/04/2024 00:00;1003437;PANTOJA E CIA LTDA ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;126,892;2.340,90;22;09/04/2024 21:16;422181;12/04/2024 11:59;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428083;4;CD01;CD01;09/04/2024 00:00;1002859;SM. JARDIM CALEGARIS LTDA SM. JARDIM CALEGARIS;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;144,199;2.582,09;25;09/04/2024 21:16;422181;11/04/2024 15:31;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428082;4;CD01;CD01;09/04/2024 00:00;1002756;CATO ANTONIALE E CIA LTDA SM. CATO;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;225,494;4.689,87;52;09/04/2024 21:16;422181;15/04/2024 08:41;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428081;4;CD01;CD01;09/04/2024 00:00;1002434;TAMARIZ COM. PROD. ALIM. LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.324,54;14.407,23;116;09/04/2024 21:16;422181;12/04/2024 11:13;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428080;4;CD01;CD01;09/04/2024 00:00;1002414;INPAPEL COMERCIO DE EMBALAGENS EIRE ;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;72,53;1.581,72;8;09/04/2024 21:16;422181;12/04/2024 11:15;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428079;4;CD01;CD01;09/04/2024 00:00;1002168;SM. MARCON LTDA SM. MARCON;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;233,781;3.820,31;36;09/04/2024 21:16;422181;12/04/2024 11:22;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428078;4;CD01;CD01;09/04/2024 00:00;1001540;ABASTECEDORA DE PRODUTOS ALIMENTICI AVELOZ LTDA EPP;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.052,90;12.692,25;75;09/04/2024 21:16;422181;16/04/2024 08:47;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428077;4;CD01;CD01;09/04/2024 00:00;1001052;COMERCIAL JOAO AFONSO LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;538,22;4.901,79;34;09/04/2024 21:16;422181;12/04/2024 11:55;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428076;4;CD01;CD01;09/04/2024 00:00;1000903;SM. PISTONI LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;184,237;4.206,08;36;09/04/2024 21:16;422181;12/04/2024 11:46;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428075;4;CD01;CD01;09/04/2024 00:00;1000807;S M SUPERMERCADOS MENDONÇA LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;540,598;10.637,73;108;09/04/2024 21:16;422181;11/04/2024 14:37;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428074;4;CD01;CD01;09/04/2024 00:00;1000779;R.L. BLASKE E CIA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;299,262;4.612,18;47;09/04/2024 21:16;422181;12/04/2024 11:45;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428073;4;CD01;CD01;09/04/2024 00:00;1000758;OFELIA SARRI MORETTE SM. MORETTE;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;51,266;988,72;10;09/04/2024 21:16;422181;11/04/2024 15:24;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428072;4;CD01;CD01;09/04/2024 00:00;1000376;A.A. DE MELO E CIA LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;67,358;1.617,28;13;09/04/2024 21:16;422181;12/04/2024 11:31;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;16/04/2024 00:30;Entregue com ocorrência
1428071;4;CD01;CD01;09/04/2024 00:00;1000356;M.S. KURODA E CIA LTDA SM. SHI;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;74,35;1.281,71;13;09/04/2024 21:16;422181;16/04/2024 08:40;17/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428070;4;CD01;CD01;09/04/2024 00:00;1000353;DISTRIBUIDORA DE PROD. ALIMENTICIOS MONTEIRO RODR. LTDA ME;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;351,468;4.100,23;31;09/04/2024 21:16;422181;12/04/2024 11:29;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428069;4;CD01;CD01;09/04/2024 00:00;1002859;SM. JARDIM CALEGARIS LTDA SM. JARDIM CALEGARIS;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,387;53,08;1;09/04/2024 21:16;422181;11/04/2024 15:29;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428068;4;CD01;CD01;09/04/2024 00:00;1002168;SM. MARCON LTDA SM. MARCON;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,393;60,07;1;09/04/2024 21:16;422181;12/04/2024 11:20;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428067;4;CD01;CD01;09/04/2024 00:00;1000903;SM. PISTONI LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,435;84,87;1;09/04/2024 21:16;422181;12/04/2024 11:47;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 23:30;17/04/2024 00:30;Entregue com ocorrência
1428066;4;CD01;CD01;09/04/2024 00:00;1000807;S M SUPERMERCADOS MENDONÇA LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;13,31;241,44;3;09/04/2024 21:16;422181;11/04/2024 14:33;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1428065;4;CD01;CD01;09/04/2024 00:00;1000382;NEI MAR PRODUTOS ALIMENTICIOS LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,435;80,48;1;09/04/2024 21:16;422181;11/04/2024 14:28;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;15/04/2024 23:30;Entregue com ocorrência
1427794;4;CD01;CD01;08/04/2024 00:00;1048342;OFELIA SARRI MORETE;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;146,221;2.803,10;30;08/04/2024 23:44;422179;16/04/2024 16:44;19/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427793;4;CD01;CD01;08/04/2024 00:00;1047512;CANTINHO DOCE COMERCIO ATACADISTA L;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;70,592;1.015,26;8;08/04/2024 23:44;422179;11/04/2024 12:12;15/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;16/04/2024 14:43;16/04/2024 15:43;Entregue com ocorrência
1427792;4;CD01;CD01;08/04/2024 00:00;1047279;CASA DO LANCHEIRO CAMPINAS COMERCIO ALIMENTOS LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;40,022;843,65;14;08/04/2024 23:44;422179;11/04/2024 15:06;12/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 23:30;16/04/2024 00:30;Entregue com ocorrência
1427791;4;CD01;CD01;08/04/2024 00:00;1047122;JP COMERCIO DE DOCES LTDA;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;179,596;2.552,03;16;08/04/2024 23:44;422179;10/04/2024 09:20;11/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;15/04/2024 14:43;15/04/2024 23:30;Entregue com ocorrência
